T^{-1},T,E,M,C_v,Chi
0.369004,2.710000,-0.459243,-0.035426,0.417633,124.909590
0.368324,2.715000,-0.465840,0.016722,0.563064,129.250139
0.367647,2.720000,-0.480855,0.023358,0.510439,137.080134
0.366972,2.725000,-0.468560,0.035863,0.753111,130.206245
0.366300,2.730000,-0.481598,-0.003446,0.756588,137.991801
0.365631,2.735000,-0.461033,-0.012073,0.688925,126.143197
0.364964,2.740000,-0.494663,0.094720,0.496686,139.007115
0.364299,2.745000,-0.443763,0.030611,0.457948,115.494238
0.363636,2.750000,-0.474625,-0.017086,0.440190,132.106202
0.362976,2.755000,-0.463455,0.021767,0.517245,125.892082
0.362319,2.760000,-0.468430,0.008329,0.700800,129.097859
0.361664,2.765000,-0.460578,-0.036729,0.382336,123.029000
0.361011,2.770000,-0.446050,-0.019365,0.501338,116.095189
0.360360,2.775000,-0.468765,0.034801,0.539754,127.496831
0.359712,2.780000,-0.456195,0.044278,0.527017,120.114502
0.359066,2.785000,-0.465593,0.040914,0.502958,124.978414
0.358423,2.790000,-0.442798,-0.036498,0.337192,112.618219
0.357782,2.795000,-0.461308,-0.063894,0.681478,121.387922
0.357143,2.800000,-0.457420,-0.019350,0.478448,120.687444
0.356506,2.805000,-0.471860,-0.032643,0.413154,127.553926
0.355872,2.810000,-0.446830,0.002660,0.499725,115.083928
0.355240,2.815000,-0.450963,0.011114,0.460125,116.815629
0.354610,2.820000,-0.450380,0.000443,0.310831,115.964172
0.353982,2.825000,-0.440638,0.012781,0.465564,111.190217
0.353357,2.830000,-0.448440,0.008586,0.471364,114.987512
0.352734,2.835000,-0.436448,0.020202,0.373774,108.334884
0.352113,2.840000,-0.435315,0.028909,0.389214,107.394625
0.351494,2.845000,-0.433355,-0.025941,0.353138,106.241172
0.350877,2.850000,-0.437723,-0.015654,0.422023,108.630665
0.350263,2.855000,-0.447893,-0.006634,0.553682,113.980720
0.349650,2.860000,-0.446258,0.012713,0.455124,112.621457
0.349040,2.865000,-0.464538,0.016986,0.561510,121.961439
0.348432,2.870000,-0.436953,0.024608,0.393454,107.232047
0.347826,2.875000,-0.415213,-0.020428,0.426439,96.938924
0.347222,2.880000,-0.446160,0.001019,0.421085,111.800340
0.346620,2.885000,-0.428595,-0.011779,0.473028,103.162910
0.346021,2.890000,-0.416610,0.001276,0.532016,97.627362
0.345423,2.895000,-0.426420,-0.021041,0.373612,101.332403
0.344828,2.900000,-0.414818,0.041721,0.527682,95.507077
0.344234,2.905000,-0.455438,-0.032903,0.382716,114.759016
0.343643,2.910000,-0.440665,0.001003,0.511715,108.257275
0.343053,2.915000,-0.432948,0.003526,0.454883,104.204121
0.342466,2.920000,-0.415995,0.014542,0.368209,95.782224
0.341880,2.925000,-0.423768,-0.017463,0.380291,99.176738
0.341297,2.930000,-0.404810,-0.003448,0.332959,90.455025
0.340716,2.935000,-0.420445,0.018333,0.395913,97.346218
0.340136,2.940000,-0.431353,0.019198,0.441966,102.358663
0.339559,2.945000,-0.413660,0.014530,0.459688,94.204566
0.338983,2.950000,-0.425588,-0.020227,0.375840,99.123965
0.338409,2.955000,-0.423458,-0.019961,0.294591,97.746483
0.337838,2.960000,-0.413350,0.012433,0.372878,93.375955
0.337268,2.965000,-0.425955,-0.014372,0.489013,99.247487
0.336700,2.970000,-0.435490,-0.046188,0.437526,102.319357
0.336134,2.975000,-0.408470,-0.015841,0.280529,90.432860
0.335570,2.980000,-0.415083,-0.030131,0.271264,92.827494
0.335008,2.985000,-0.404543,0.010730,0.418324,88.908063
0.334448,2.990000,-0.411278,0.019683,0.335219,91.309612
0.333890,2.995000,-0.399973,0.023135,0.427662,86.458957
0.333333,3.000000,-0.410145,0.021762,0.350996,90.517171
0.332779,3.005000,-0.402643,-0.014351,0.503304,87.723433
0.332226,3.010000,-0.411465,0.003491,0.436693,91.303158
0.331675,3.015000,-0.398455,0.014591,0.461337,85.532084
0.331126,3.020000,-0.401818,-0.010526,0.385906,86.647025
0.330579,3.025000,-0.406610,0.004161,0.363710,88.539234
0.330033,3.030000,-0.405928,-0.003882,0.453159,88.376142
0.329489,3.035000,-0.405548,-0.009614,0.371879,87.785042
0.328947,3.040000,-0.405223,-0.023713,0.573366,87.870908
0.328407,3.045000,-0.390233,-0.002991,0.433835,81.332829
0.327869,3.050000,-0.410335,-0.002128,0.337417,89.354517
0.327332,3.055000,-0.394345,0.002966,0.384488,82.614445
0.326797,3.060000,-0.395328,-0.012389,0.358743,82.734539
0.326264,3.065000,-0.389298,-0.026111,0.387156,79.944625
0.325733,3.070000,-0.386613,-0.011349,0.351845,78.912302
0.325203,3.075000,-0.390135,-0.007738,0.295064,80.072432
0.324675,3.080000,-0.389365,0.003329,0.342650,79.805501
0.324149,3.085000,-0.410210,0.023161,0.295314,87.905300
0.323625,3.090000,-0.389313,-0.001962,0.372650,79.629353
0.323102,3.095000,-0.395080,-0.014556,0.294008,81.492221
0.322581,3.100000,-0.374813,-0.005744,0.381699,73.674317
0.322061,3.105000,-0.399435,0.008161,0.291551,83.085858
0.321543,3.110000,-0.379015,-0.004178,0.391510,75.113373
0.321027,3.115000,-0.383143,-0.009689,0.354861,76.459122
0.320513,3.120000,-0.383420,-0.023023,0.288232,76.017674
0.320000,3.125000,-0.382278,0.004397,0.324428,75.825615
0.319489,3.130000,-0.383013,-0.019734,0.293817,75.710270
0.318979,3.135000,-0.369870,-0.005569,0.271249,70.654664
0.318471,3.140000,-0.386898,0.025129,0.351006,77.055393
0.317965,3.145000,-0.389530,0.024922,0.435867,78.248394
0.317460,3.150000,-0.384050,-0.008335,0.314074,75.871836
0.316957,3.155000,-0.379635,0.008079,0.351676,74.165621
0.316456,3.160000,-0.381685,0.001965,0.372186,74.937918
0.315956,3.165000,-0.378435,-0.006499,0.293479,73.305891
0.315457,3.170000,-0.388965,-0.020814,0.212064,76.816372
0.314961,3.175000,-0.378198,0.039541,0.315586,72.293897
0.314465,3.180000,-0.366148,-0.001338,0.321648,68.475520
0.313972,3.185000,-0.378865,0.007426,0.352715,73.203040
0.313480,3.190000,-0.391430,0.014321,0.352894,77.871738
0.312989,3.195000,-0.365473,0.022389,0.332023,67.699383
0.312500,3.200000,-0.382020,-0.002625,0.455077,74.422442
0.312012,3.205000,-0.358988,-0.019956,0.229238,64.871394
0.311526,3.210000,-0.368848,-0.009313,0.255620,68.589634
0.311042,3.215000,-0.368580,0.023584,0.342896,68.434290
0.310559,3.220000,-0.348430,0.009164,0.272719,61.161125
0.310078,3.225000,-0.369588,0.001726,0.324518,68.813114
0.309598,3.230000,-0.373070,-0.018076,0.295715,69.737571
0.309119,3.235000,-0.368575,-0.024870,0.426822,68.263744
0.308642,3.240000,-0.377558,0.008569,0.288324,71.292809
0.308166,3.245000,-0.366925,0.002937,0.308382,67.379907
0.307692,3.250000,-0.366333,0.002653,0.257032,66.899336
0.307220,3.255000,-0.375858,0.014863,0.400252,70.635146
0.306748,3.260000,-0.363845,0.001614,0.338867,66.076770
0.306279,3.265000,-0.364380,-0.018294,0.277903,65.808106
0.305810,3.270000,-0.360835,-0.009274,0.247555,64.474770
0.305344,3.275000,-0.353240,0.019570,0.306485,61.777119
0.304878,3.280000,-0.362773,-0.005862,0.315025,65.213537
0.304414,3.285000,-0.378230,0.010444,0.352578,70.783228
0.303951,3.290000,-0.364663,-0.001597,0.228298,65.420371
0.303490,3.295000,-0.363718,-0.010398,0.312667,65.215874
0.303030,3.300000,-0.344118,-0.005972,0.271711,58.293587
0.302572,3.305000,-0.363935,0.010148,0.398361,65.387124
0.302115,3.310000,-0.339780,0.008752,0.266719,56.652674
0.301659,3.315000,-0.346728,0.004697,0.246202,58.830227
0.301205,3.320000,-0.340360,-0.003218,0.242622,56.629396
0.300752,3.325000,-0.341938,0.005422,0.275199,57.163749
0.300300,3.330000,-0.352303,0.003482,0.306019,60.649040
0.299850,3.335000,-0.350998,0.001210,0.272711,60.014872
0.299401,3.340000,-0.350180,-0.005087,0.256441,59.587125
0.298954,3.345000,-0.362850,-0.013617,0.306812,63.914036
0.298507,3.350000,-0.346408,-0.016436,0.227968,57.947218
0.298063,3.355000,-0.350853,0.008134,0.282254,59.620616
0.297619,3.360000,-0.345718,-0.015540,0.184562,57.419700
0.297177,3.365000,-0.350820,0.001061,0.338996,59.660089
0.296736,3.370000,-0.345460,-0.004108,0.327394,57.756486
0.296296,3.375000,-0.352783,-0.009663,0.280184,59.902482
0.295858,3.380000,-0.346683,0.018295,0.298702,57.745257
0.295421,3.385000,-0.359283,0.021434,0.266051,61.697976
0.294985,3.390000,-0.332355,-0.009531,0.230187,52.871896
0.294551,3.395000,-0.352123,-0.011604,0.291251,59.359630
0.294118,3.400000,-0.336473,-0.011866,0.299792,54.230085
0.293686,3.405000,-0.326365,-0.001561,0.230945,50.835906
0.293255,3.410000,-0.330853,0.010906,0.191923,51.959761
0.292826,3.415000,-0.336290,-0.007818,0.227543,53.733939
0.292398,3.420000,-0.343350,-0.001188,0.216481,55.892557
0.291971,3.425000,-0.329145,0.007224,0.275978,51.530566
0.291545,3.430000,-0.351368,-0.021161,0.300517,58.412146
0.291121,3.435000,-0.330730,-0.001600,0.180258,51.567553
0.290698,3.440000,-0.348215,0.019088,0.258561,57.117055
0.290276,3.445000,-0.335183,0.003571,0.228520,52.960050
0.289855,3.450000,-0.347020,0.006160,0.208917,56.551457
0.289436,3.455000,-0.330358,0.014121,0.309221,51.516598
0.289017,3.460000,-0.327358,-0.006024,0.243905,50.382240
0.288600,3.465000,-0.327685,0.011779,0.254913,50.401868
0.288184,3.470000,-0.335210,0.006979,0.233987,52.600771
0.287770,3.475000,-0.330433,0.017633,0.244377,50.978572
0.287356,3.480000,-0.333195,-0.005786,0.252417,51.906193
0.286944,3.485000,-0.325430,-0.014973,0.219387,49.283592
0.286533,3.490000,-0.336530,0.003054,0.238446,52.748791
0.286123,3.495000,-0.345815,-0.010781,0.249078,55.564333
0.285714,3.500000,-0.326975,-0.002834,0.262217,49.788442
0.285307,3.505000,-0.323608,0.005446,0.220333,48.563267
0.284900,3.510000,-0.321650,0.006265,0.253648,48.033083
0.284495,3.515000,-0.329740,-0.004711,0.219733,50.254591
0.284091,3.520000,-0.326573,0.010601,0.250928,49.309279
0.283688,3.525000,-0.317358,0.015373,0.236238,46.440433
0.283286,3.530000,-0.330075,-0.013451,0.300504,50.360988
0.282885,3.535000,-0.310145,0.006646,0.180436,44.155011
0.282486,3.540000,-0.324853,-0.002465,0.201426,48.407090
0.282087,3.545000,-0.320880,-0.014688,0.215657,47.138881
0.281690,3.550000,-0.323763,0.007527,0.199774,47.927452
0.281294,3.555000,-0.319743,0.003518,0.223003,46.800263
0.280899,3.560000,-0.320670,-0.012908,0.237297,46.985291
0.280505,3.565000,-0.318588,-0.004217,0.217860,46.321786
0.280112,3.570000,-0.325455,-0.021384,0.222008,48.059197
0.279720,3.575000,-0.319720,0.010293,0.254300,46.610910
0.279330,3.580000,-0.313485,0.014749,0.210634,44.577676
0.278940,3.585000,-0.318178,-0.000681,0.258609,46.109355
0.278552,3.590000,-0.323285,0.001919,0.199816,47.295394
0.278164,3.595000,-0.306223,0.011998,0.202122,42.397073
0.277778,3.600000,-0.310273,0.006741,0.254316,43.681575
0.277393,3.605000,-0.313515,-0.007613,0.225859,44.413089
0.277008,3.610000,-0.317560,0.008679,0.171650,45.281830
0.276625,3.615000,-0.325790,0.004859,0.188344,47.647618
0.276243,3.620000,-0.318918,-0.000609,0.280616,45.969643
0.275862,3.625000,-0.316198,-0.017419,0.264015,44.952608
0.275482,3.630000,-0.321683,-0.002243,0.220453,46.408884
0.275103,3.635000,-0.314408,0.006609,0.178977,44.142586
0.274725,3.640000,-0.307285,0.014301,0.203412,42.155612
0.274348,3.645000,-0.306190,0.000188,0.155018,41.718305
0.273973,3.650000,-0.305985,0.016671,0.197384,41.640513
0.273598,3.655000,-0.323865,0.023452,0.197492,46.396710
0.273224,3.660000,-0.313945,-0.009351,0.185812,43.728821
0.272851,3.665000,-0.308210,0.015596,0.236812,42.232252
0.272480,3.670000,-0.311845,0.002994,0.211975,43.170687
0.272109,3.675000,-0.302565,-0.004580,0.198201,40.575836
0.271739,3.680000,-0.312820,-0.002595,0.268555,43.531594
0.271370,3.685000,-0.308258,-0.000183,0.216575,42.056219
0.271003,3.690000,-0.302380,0.006091,0.192476,40.340183
0.270636,3.695000,-0.305665,-0.002451,0.191539,41.162443
0.270270,3.700000,-0.314500,-0.004014,0.267492,43.754750
0.269906,3.705000,-0.320543,-0.001946,0.210705,45.150414
0.269542,3.710000,-0.297590,0.003004,0.165275,38.802188
0.269179,3.715000,-0.302270,-0.009020,0.191765,40.027958
0.268817,3.720000,-0.295985,0.001860,0.197457,38.413534
0.268456,3.725000,-0.308638,-0.006369,0.220304,41.719009
0.268097,3.730000,-0.301185,-0.002944,0.193756,39.630481
0.267738,3.735000,-0.300410,-0.000621,0.190461,39.370876
0.267380,3.740000,-0.303765,0.001815,0.211693,40.265478
0.267023,3.745000,-0.293315,-0.023114,0.197423,37.267803
0.266667,3.750000,-0.307153,0.006520,0.208771,41.017622
0.266312,3.755000,-0.304770,-0.008029,0.189120,40.260736
0.265957,3.760000,-0.294513,-0.000779,0.226590,37.761343
0.265604,3.765000,-0.295240,0.010906,0.233155,37.870223
0.265252,3.770000,-0.312353,-0.004647,0.198749,42.146629
0.264901,3.775000,-0.289930,-0.010775,0.187149,36.285107
0.264550,3.780000,-0.306905,-0.002736,0.204423,40.638619
0.264201,3.785000,-0.307083,0.006786,0.197244,40.589573
0.263852,3.790000,-0.304000,0.012861,0.208690,39.735773
0.263505,3.795000,-0.286223,-0.003486,0.177369,35.207466
0.263158,3.800000,-0.304407,-0.009479,0.253239,39.940865
0.262812,3.805000,-0.296360,-0.008283,0.167296,37.539854
0.262467,3.810000,-0.295500,0.006291,0.180382,37.340558
0.262123,3.815000,-0.289553,-0.000844,0.162739,35.783077
0.261780,3.820000,-0.292350,-0.002504,0.204710,36.577698
0.261438,3.825000,-0.295323,-0.005149,0.217884,37.304563
0.261097,3.830000,-0.298315,-0.015799,0.218452,37.909149
0.260756,3.835000,-0.293473,0.004684,0.176741,36.601314
0.260417,3.840000,-0.281938,0.013283,0.159791,33.660401
0.260078,3.845000,-0.295498,0.002634,0.184595,37.042392
0.259740,3.850000,-0.296965,-0.004339,0.221675,37.495273
0.259403,3.855000,-0.296113,0.000241,0.178946,37.082077
0.259067,3.860000,-0.294355,0.006074,0.193013,36.644705
0.258732,3.865000,-0.290183,0.003102,0.176021,35.535179
0.258398,3.870000,-0.288610,-0.001626,0.170756,35.097243
0.258065,3.875000,-0.292248,-0.012229,0.181854,35.908426
0.257732,3.880000,-0.285598,-0.003009,0.212085,34.454590
0.257400,3.885000,-0.291120,0.004770,0.174502,35.572395
0.257069,3.890000,-0.290773,0.003920,0.144788,35.332698
0.256739,3.895000,-0.284257,-0.015120,0.189652,33.837011
0.256410,3.900000,-0.278605,-0.006187,0.165870,32.475599
0.256082,3.905000,-0.290713,-0.004642,0.137966,35.157845
0.255754,3.910000,-0.295703,-0.009629,0.226824,36.630005
0.255428,3.915000,-0.294865,0.005221,0.184191,36.243193
0.255102,3.920000,-0.288815,0.005333,0.177413,34.730424
0.254777,3.925000,-0.289500,-0.002808,0.164815,34.808373
0.254453,3.930000,-0.274800,-0.007286,0.171105,31.394868
0.254130,3.935000,-0.286748,0.009424,0.157462,34.016435
0.253807,3.940000,-0.293502,0.009110,0.166469,35.604404
0.253485,3.945000,-0.285798,-0.003817,0.167158,33.781118
0.253165,3.950000,-0.292095,-0.003077,0.179265,35.264054
0.252845,3.955000,-0.275675,-0.012910,0.187395,31.418278
0.252525,3.960000,-0.291170,0.000749,0.220896,35.129056
0.252207,3.965000,-0.276898,-0.009349,0.171151,31.582956
0.251889,3.970000,-0.279145,-0.005975,0.167279,32.054015
0.251572,3.975000,-0.274705,-0.006207,0.155104,30.976010
0.251256,3.980000,-0.286358,-0.000384,0.164000,33.617735
0.250941,3.985000,-0.276097,0.006201,0.179109,31.305017
0.250627,3.990000,-0.275918,0.000161,0.123220,31.020145
0.250313,3.995000,-0.277987,0.002023,0.178745,31.661955
0.250000,4.000000,-0.270148,-0.000314,0.148752,29.786836
0.249688,4.005000,-0.275673,-0.002493,0.156370,30.983960
0.249377,4.010000,-0.272018,-0.000324,0.153991,30.141060
0.249066,4.015000,-0.265933,-0.013022,0.166781,28.784406
0.248756,4.020000,-0.278083,-0.010102,0.166403,31.406384
0.248447,4.025000,-0.281593,0.001740,0.225641,32.427731
0.248139,4.030000,-0.272563,-0.001223,0.163717,30.154101
0.247831,4.035000,-0.273065,-0.007610,0.140356,30.110459
0.247525,4.040000,-0.275155,-0.000269,0.173863,30.686645
0.247219,4.045000,-0.285443,0.000603,0.190139,32.997369
0.246914,4.050000,-0.276800,-0.001616,0.159030,30.911976
0.246609,4.055000,-0.272715,0.001561,0.157675,29.984292
0.246305,4.060000,-0.277325,-0.007048,0.135421,30.839261
0.246002,4.065000,-0.268168,-0.007954,0.198286,29.086687
0.245700,4.070000,-0.266688,-0.000684,0.163979,28.626809
0.245399,4.075000,-0.274445,-0.009893,0.144201,30.122714
0.245098,4.080000,-0.269190,0.000213,0.193444,29.206198
0.244798,4.085000,-0.265235,0.011351,0.166534,28.184142
0.244499,4.090000,-0.270898,0.006456,0.145700,29.287858
0.244200,4.095000,-0.272377,0.003865,0.135942,29.538198
0.243902,4.100000,-0.276408,0.001764,0.202732,30.645054
0.243605,4.105000,-0.269268,0.009842,0.119262,28.711981
0.243309,4.110000,-0.262608,-0.004661,0.156976,27.483510
0.243013,4.115000,-0.269123,0.001112,0.174225,28.877590
0.242718,4.120000,-0.262590,0.011599,0.189961,27.508454
0.242424,4.125000,-0.260163,-0.002389,0.134313,26.805219
0.242131,4.130000,-0.282640,0.007018,0.138886,31.502849
0.241838,4.135000,-0.271748,0.003005,0.173544,29.288409
0.241546,4.140000,-0.265990,0.016112,0.164792,27.925172
0.241255,4.145000,-0.258837,0.004223,0.177429,26.589832
0.240964,4.150000,-0.267522,-0.002825,0.133706,28.144398
0.240674,4.155000,-0.264588,0.006655,0.136035,27.506165
0.240385,4.160000,-0.259323,0.000394,0.173577,26.586695
0.240096,4.165000,-0.266825,-0.004542,0.185249,28.113679
0.239808,4.170000,-0.275863,0.000030,0.168026,29.899755
0.239521,4.175000,-0.263128,0.006952,0.143612,27.114648
0.239234,4.180000,-0.269047,0.003173,0.138747,28.283884
0.238949,4.185000,-0.265013,-0.003961,0.134237,27.406586
0.238663,4.190000,-0.272377,0.000573,0.178052,29.076032
0.238379,4.195000,-0.260565,0.005545,0.133081,26.441803
0.238095,4.200000,-0.267205,0.015714,0.144094,27.710563
0.237812,4.205000,-0.262497,0.000885,0.142837,26.818618
0.237530,4.210000,-0.257718,-0.003829,0.164287,25.928189
0.237248,4.215000,-0.262390,-0.000146,0.167008,26.838597
0.236967,4.220000,-0.262133,0.000472,0.131413,26.606972
0.236686,4.225000,-0.265810,-0.000394,0.122765,27.275529
0.236407,4.230000,-0.270020,0.000158,0.142548,28.181522
0.236128,4.235000,-0.252800,0.002871,0.139478,24.732216
0.235849,4.240000,-0.250295,-0.001578,0.117196,24.136570
0.235571,4.245000,-0.253730,0.008173,0.106205,24.690978
0.235294,4.250000,-0.252825,-0.001793,0.111116,24.535214
0.235018,4.255000,-0.262215,-0.001207,0.157562,26.524341
0.234742,4.260000,-0.261103,-0.000974,0.148592,26.238099
0.234467,4.265000,-0.253380,-0.007398,0.138459,24.654937
0.234192,4.270000,-0.272193,0.000164,0.149932,28.401793
0.233918,4.275000,-0.251518,0.001896,0.139855,24.273186
0.233645,4.280000,-0.258255,-0.001806,0.151977,25.582192
0.233372,4.285000,-0.252978,-0.000389,0.125821,24.435514
0.233100,4.290000,-0.258515,0.005937,0.165178,25.620412
0.232829,4.295000,-0.260103,-0.009363,0.140346,25.772761
0.232558,4.300000,-0.254848,-0.000239,0.129310,24.722430
0.232288,4.305000,-0.253628,-0.000494,0.163106,24.609875
0.232019,4.310000,-0.237608,0.006000,0.118510,21.456051
0.231750,4.315000,-0.244393,-0.001808,0.150294,22.794306
0.231481,4.320000,-0.253873,0.000522,0.117626,24.378876
0.231214,4.325000,-0.257318,0.000264,0.140960,25.104349
0.230947,4.330000,-0.251128,-0.001549,0.132745,23.877372
0.230681,4.335000,-0.250490,0.002283,0.131149,23.725172
0.230415,4.340000,-0.251620,-0.000208,0.150277,23.993247
0.230150,4.345000,-0.253443,0.006836,0.129993,24.200765
0.229885,4.350000,-0.247433,-0.002402,0.138087,23.117303
0.229621,4.355000,-0.247615,0.005495,0.129732,23.079974
0.229358,4.360000,-0.246698,-0.006285,0.105629,22.779867
0.229095,4.365000,-0.241450,-0.004048,0.149455,22.015658
0.228833,4.370000,-0.245380,0.000468,0.122140,22.579014
0.228571,4.375000,-0.246443,0.001584,0.167966,22.945189
0.228311,4.380000,-0.245565,-0.007789,0.114865,22.509133
0.228050,4.385000,-0.252258,-0.000512,0.113156,23.714828
0.227790,4.390000,-0.253495,0.006474,0.130627,23.978572
0.227531,4.395000,-0.256615,-0.006619,0.134737,24.549376
0.227273,4.400000,-0.242538,-0.006534,0.098399,21.808135
0.227015,4.405000,-0.256030,0.002353,0.147115,24.455832
0.226757,4.410000,-0.253055,0.009789,0.111369,23.689689
0.226501,4.415000,-0.245490,-0.006161,0.131206,22.405731
0.226244,4.420000,-0.246013,-0.002038,0.133895,22.498782
0.225989,4.425000,-0.244890,-0.002459,0.124293,22.232281
0.225734,4.430000,-0.239230,-0.014566,0.141148,21.218995
0.225479,4.435000,-0.248795,-0.002455,0.132233,22.915354
0.225225,4.440000,-0.241073,-0.004133,0.131800,21.521724
0.224972,4.445000,-0.251158,0.010444,0.120724,23.203353
0.224719,4.450000,-0.246223,0.008386,0.140921,22.399751
0.224467,4.455000,-0.235660,0.002018,0.114854,20.455669
0.224215,4.460000,-0.250705,-0.002788,0.171510,23.310307
0.223964,4.465000,-0.250800,0.000394,0.155832,23.235716
0.223714,4.470000,-0.239628,-0.001883,0.107767,21.033949
0.223464,4.475000,-0.245430,0.011579,0.143048,22.129052
0.223214,4.480000,-0.255848,-0.005669,0.132260,23.958885
0.222965,4.485000,-0.237313,-0.010498,0.105191,20.523336
0.222717,4.490000,-0.245875,0.002210,0.136671,22.154723
0.222469,4.495000,-0.243935,0.009928,0.117340,21.672973
0.222222,4.500000,-0.243608,0.005164,0.132895,21.688853
0.221976,4.505000,-0.234770,0.002100,0.158147,20.286274
0.221729,4.510000,-0.247938,-0.003549,0.127023,22.377007
0.221484,4.515000,-0.240070,-0.000227,0.111620,20.927813
0.221239,4.520000,-0.236205,-0.002916,0.115657,20.269424
0.220994,4.525000,-0.238925,0.004551,0.141547,20.817984
0.220751,4.530000,-0.237465,-0.005434,0.126224,20.478234
0.220507,4.535000,-0.243350,-0.004528,0.105694,21.365308
0.220264,4.540000,-0.246555,-0.004886,0.111297,21.920440
0.220022,4.545000,-0.240340,-0.001154,0.115841,20.860750
0.219780,4.550000,-0.232255,-0.001697,0.107364,19.456245
0.219539,4.555000,-0.236403,-0.000555,0.133616,20.239211
0.219298,4.560000,-0.246070,0.005276,0.116765,21.768451
0.219058,4.565000,-0.240265,-0.002732,0.098113,20.678269
0.218818,4.570000,-0.238560,0.001577,0.117515,20.461204
0.218579,4.575000,-0.241103,-0.001885,0.126066,20.905271
0.218341,4.580000,-0.232690,-0.001584,0.108826,19.412704
0.218103,4.585000,-0.233355,0.002226,0.109655,19.503719
0.217865,4.590000,-0.237473,0.002668,0.101435,20.120862
0.217628,4.595000,-0.231480,0.000437,0.132129,19.264909
0.217391,4.600000,-0.230550,0.001386,0.122652,19.051636
0.217155,4.605000,-0.239903,-0.005786,0.118921,20.532771
0.216920,4.610000,-0.235603,0.004521,0.135038,19.880868
0.216685,4.615000,-0.240750,-0.000992,0.094837,20.532001
0.216450,4.620000,-0.233288,-0.007982,0.132219,19.436598
0.216216,4.625000,-0.231185,-0.006468,0.118599,19.023650
0.215983,4.630000,-0.231098,0.000996,0.121494,19.017830
0.215750,4.635000,-0.234375,0.011723,0.120862,19.475135
0.215517,4.640000,-0.239383,-0.005331,0.094702,20.189609
0.215285,4.645000,-0.235088,0.003553,0.134498,19.657168
0.215054,4.650000,-0.231143,0.007417,0.101363,18.835846
0.214823,4.655000,-0.228743,0.002538,0.103278,18.462864
0.214592,4.660000,-0.228428,0.000344,0.109567,18.426118
0.214362,4.665000,-0.230623,-0.001992,0.107770,18.743355
0.214133,4.670000,-0.224845,-0.000643,0.126591,17.911901
0.213904,4.675000,-0.219035,0.000413,0.109297,16.930611
0.213675,4.680000,-0.232293,-0.010933,0.132127,19.025284
0.213447,4.685000,-0.228550,0.005778,0.132566,18.448764
0.213220,4.690000,-0.228353,-0.002101,0.091476,18.216810
0.212993,4.695000,-0.231493,0.006210,0.104246,18.738709
0.212766,4.700000,-0.233145,0.004362,0.090201,18.921838
0.212540,4.705000,-0.226983,0.001421,0.108185,18.028767
0.212314,4.710000,-0.225660,0.000669,0.108509,17.809419
0.212089,4.715000,-0.233910,0.000646,0.105076,19.062043
0.211864,4.720000,-0.227373,0.004211,0.123877,18.103518
0.211640,4.725000,-0.222270,-0.001831,0.108399,17.240431
0.211416,4.730000,-0.229705,-0.005299,0.095710,18.291625
0.211193,4.735000,-0.225638,0.001481,0.107427,17.711651
0.210970,4.740000,-0.218850,-0.000172,0.111517,16.695779
0.210748,4.745000,-0.229660,0.008051,0.096446,18.220806
0.210526,4.750000,-0.221588,0.007716,0.087195,16.933417
0.210305,4.755000,-0.225675,-0.002768,0.119324,17.701869
0.210084,4.760000,-0.225755,0.003050,0.096920,17.589411
0.209864,4.765000,-0.222103,0.004694,0.111486,17.087784
0.209644,4.770000,-0.228458,0.002224,0.096152,17.964013
0.209424,4.775000,-0.221463,-0.006683,0.114997,16.968284
0.209205,4.780000,-0.222988,-0.001704,0.133243,17.279752
0.208986,4.785000,-0.225843,-0.000112,0.121173,17.634717
0.208768,4.790000,-0.228468,0.000469,0.113747,17.980231
0.208551,4.795000,-0.219283,0.006753,0.122218,16.615805
0.208333,4.800000,-0.224385,0.003321,0.141913,17.460383
0.208117,4.805000,-0.228965,-0.008765,0.097403,17.899247
0.207900,4.810000,-0.226950,-0.006281,0.092698,17.565831
0.207684,4.815000,-0.227873,-0.001607,0.098395,17.727620
0.207469,4.820000,-0.226763,0.001748,0.094293,17.522766
0.207254,4.825000,-0.223178,-0.001292,0.097296,16.985606
0.207039,4.830000,-0.226108,0.002417,0.084451,17.341647
0.206825,4.835000,-0.229903,0.006344,0.105515,17.987696
0.206612,4.840000,-0.226983,0.006864,0.121539,17.604427
0.206398,4.845000,-0.220605,-0.005932,0.103204,16.559922
0.206186,4.850000,-0.223568,0.000051,0.102172,16.984581
0.205973,4.855000,-0.226273,-0.003234,0.107805,17.393023
0.205761,4.860000,-0.224753,0.004344,0.103743,17.127996
0.205550,4.865000,-0.228195,-0.004819,0.113522,17.670388
0.205339,4.870000,-0.215703,0.003951,0.115423,15.843246
0.205128,4.875000,-0.220348,-0.000074,0.098390,16.415001
0.204918,4.880000,-0.217160,-0.002503,0.096158,15.928987
0.204708,4.885000,-0.231890,-0.003561,0.112399,18.157354
0.204499,4.890000,-0.223890,-0.000673,0.114061,16.958993
0.204290,4.895000,-0.218430,0.006453,0.093301,16.038330
0.204082,4.900000,-0.227630,0.002578,0.113437,17.472989
0.203874,4.905000,-0.220378,-0.003919,0.093842,16.297486
0.203666,4.910000,-0.224258,0.000331,0.102433,16.891154
0.203459,4.915000,-0.219723,0.000126,0.105351,16.233920
0.203252,4.920000,-0.217285,-0.000034,0.080747,15.751024
