T^{-1},T,E,M,C_v,Chi
0.203046,4.925000,-0.215648,-0.000229,0.093796,15.569774
0.202840,4.930000,-0.219453,-0.009507,0.088401,16.036311
0.202634,4.935000,-0.217738,-0.001746,0.097353,15.850347
0.202429,4.940000,-0.225218,0.002764,0.096226,16.901359
0.202224,4.945000,-0.211920,-0.000634,0.088800,14.970054
0.202020,4.950000,-0.218898,0.004306,0.096651,15.960468
0.201816,4.955000,-0.222858,-0.000795,0.115871,16.611223
0.201613,4.960000,-0.212155,-0.000902,0.096731,14.998794
0.201410,4.965000,-0.218225,-0.002886,0.089331,15.787358
0.201207,4.970000,-0.220158,-0.000906,0.126257,16.231040
0.201005,4.975000,-0.215808,0.000197,0.092381,15.437797
0.200803,4.980000,-0.216898,-0.002848,0.098836,15.604307
0.200602,4.985000,-0.217828,0.000703,0.087934,15.667505
0.200401,4.990000,-0.205093,0.002427,0.096233,13.965426
0.200200,4.995000,-0.212828,-0.000192,0.105534,15.036212
0.200000,5.000000,-0.208658,0.003823,0.108767,14.471304
0.199800,5.005000,-0.212325,-0.005189,0.087913,14.843197
0.199601,5.010000,-0.203400,-0.004486,0.090472,13.659315
0.199402,5.015000,-0.211125,-0.002708,0.080148,14.620545
0.199203,5.020000,-0.206125,0.000948,0.084272,13.964598
0.199005,5.025000,-0.213048,0.000957,0.098054,14.944723
0.198807,5.030000,-0.213660,-0.001039,0.092337,14.985176
0.198610,5.035000,-0.217690,0.000684,0.094706,15.535740
0.198413,5.040000,-0.217995,0.000167,0.123246,15.707444
0.198216,5.045000,-0.217190,0.005901,0.091740,15.412022
0.198020,5.050000,-0.205503,0.005326,0.082847,13.789600
0.197824,5.055000,-0.211075,0.001646,0.083813,14.524547
0.197628,5.060000,-0.209085,-0.006936,0.093859,14.283130
0.197433,5.065000,-0.210413,0.004494,0.094476,14.457822
0.197239,5.070000,-0.205138,0.010068,0.098161,13.745817
0.197044,5.075000,-0.214125,-0.001726,0.099698,14.960046
0.196850,5.080000,-0.210795,0.001470,0.099111,14.497934
0.196657,5.085000,-0.207865,-0.006016,0.089871,14.041003
0.196464,5.090000,-0.206458,-0.005116,0.086911,13.832878
0.196271,5.095000,-0.208210,-0.001787,0.080614,14.023515
0.196078,5.100000,-0.212825,0.000789,0.091477,14.676369
0.195886,5.105000,-0.204608,-0.001324,0.089274,13.576206
0.195695,5.110000,-0.203655,-0.008466,0.096473,13.456946
0.195503,5.115000,-0.203195,-0.003651,0.085692,13.349325
0.195313,5.120000,-0.212793,-0.007250,0.090591,14.597602
0.195122,5.125000,-0.213828,0.002799,0.093018,14.748519
0.194932,5.130000,-0.211818,-0.002287,0.089867,14.452883
0.194742,5.135000,-0.214560,-0.004616,0.081588,14.756538
0.194553,5.140000,-0.206610,-0.002594,0.076529,13.679259
0.194363,5.145000,-0.206180,-0.004036,0.077291,13.612481
0.194175,5.150000,-0.208325,-0.001625,0.103827,14.017168
0.193986,5.155000,-0.211323,0.000401,0.088245,14.315477
0.193798,5.160000,-0.202275,-0.000636,0.090113,13.151735
0.193611,5.165000,-0.199640,-0.005867,0.080300,12.750615
0.193424,5.170000,-0.200908,-0.005458,0.080381,12.898059
0.193237,5.175000,-0.208098,-0.000435,0.093691,13.873646
0.193050,5.180000,-0.207795,-0.002492,0.064973,13.671711
0.192864,5.185000,-0.203163,0.002518,0.092772,13.215806
0.192678,5.190000,-0.195300,0.005766,0.089106,12.210854
0.192493,5.195000,-0.203535,-0.003543,0.090249,13.223860
0.192308,5.200000,-0.204375,0.003127,0.081793,13.274361
0.192123,5.205000,-0.207065,0.002493,0.068267,13.533337
0.191939,5.210000,-0.199238,-0.004606,0.082918,12.616068
0.191755,5.215000,-0.203385,0.001601,0.101728,13.220951
0.191571,5.220000,-0.205010,0.000071,0.083221,13.316895
0.191388,5.225000,-0.204520,-0.003533,0.075970,13.201829
0.191205,5.230000,-0.206925,-0.004768,0.083371,13.528257
0.191022,5.235000,-0.204838,0.000930,0.098239,13.337978
0.190840,5.240000,-0.204873,0.005238,0.085620,13.256376
0.190658,5.245000,-0.202915,-0.002986,0.086636,13.012068
0.190476,5.250000,-0.206185,-0.000958,0.063876,13.291187
0.190295,5.255000,-0.207578,-0.000504,0.090492,13.594674
0.190114,5.260000,-0.199853,-0.000555,0.097602,12.662655
0.189934,5.265000,-0.201200,0.000951,0.076607,12.705115
0.189753,5.270000,-0.205103,-0.001036,0.069523,13.137833
0.189573,5.275000,-0.204663,0.000846,0.065656,13.051100
0.189394,5.280000,-0.201895,-0.008609,0.074541,12.723115
0.189215,5.285000,-0.206455,0.001068,0.072261,13.285596
0.189036,5.290000,-0.201930,-0.004031,0.070569,12.701317
0.188857,5.295000,-0.201100,-0.001824,0.079607,12.640710
0.188679,5.300000,-0.204730,0.005341,0.089910,13.121306
0.188501,5.305000,-0.207633,0.001834,0.093136,13.495525
0.188324,5.310000,-0.189995,0.002856,0.085717,11.329716
0.188147,5.315000,-0.199595,-0.003959,0.080575,12.416212
0.187970,5.320000,-0.198255,-0.003498,0.081284,12.249816
0.187793,5.325000,-0.195205,0.007551,0.072574,11.818713
0.187617,5.330000,-0.201050,-0.000919,0.081531,12.568219
0.187441,5.335000,-0.196490,0.002731,0.096192,12.089828
0.187266,5.340000,-0.199843,-0.006233,0.083443,12.400095
0.187091,5.345000,-0.196355,-0.001759,0.082361,11.980634
0.186916,5.350000,-0.198475,-0.014434,0.086062,12.179011
0.186741,5.355000,-0.203070,-0.005458,0.073187,12.704189
0.186567,5.360000,-0.200428,0.007003,0.074527,12.376225
0.186393,5.365000,-0.199503,-0.008502,0.077317,12.263144
0.186220,5.370000,-0.198015,-0.000658,0.073350,12.076422
0.186047,5.375000,-0.203023,-0.007174,0.096200,12.771339
0.185874,5.380000,-0.202963,-0.001288,0.071376,12.634447
0.185701,5.385000,-0.201883,0.004410,0.068656,12.473586
0.185529,5.390000,-0.198033,-0.001361,0.065555,11.994163
0.185357,5.395000,-0.202018,0.007694,0.094766,12.597084
0.185185,5.400000,-0.197795,0.002896,0.073467,11.986197
0.185014,5.405000,-0.199868,-0.008214,0.092651,12.306012
0.184843,5.410000,-0.184845,-0.002460,0.072144,10.493552
0.184672,5.415000,-0.192050,0.000993,0.074472,11.301057
0.184502,5.420000,-0.196535,-0.006881,0.071754,11.777439
0.184332,5.425000,-0.195485,-0.000808,0.082675,11.718923
0.184162,5.430000,-0.191540,0.002761,0.070165,11.189084
0.183993,5.435000,-0.196970,0.005841,0.063942,11.758912
0.183824,5.440000,-0.202645,-0.003378,0.096205,12.597938
0.183655,5.445000,-0.189285,-0.001153,0.068183,10.899077
0.183486,5.450000,-0.191655,0.003356,0.082664,11.230815
0.183318,5.455000,-0.202683,-0.002650,0.079758,12.482204
0.183150,5.460000,-0.199475,-0.001904,0.070628,12.044717
0.182983,5.465000,-0.193805,-0.002262,0.069364,11.374209
0.182815,5.470000,-0.197255,-0.002641,0.078056,11.806143
0.182648,5.475000,-0.194575,-0.007720,0.097430,11.579953
0.182482,5.480000,-0.188938,-0.005899,0.074465,10.820501
0.182315,5.485000,-0.193590,0.004481,0.083485,11.384299
0.182149,5.490000,-0.197805,-0.002579,0.076056,11.818688
0.181984,5.495000,-0.194513,-0.003911,0.098180,11.551640
0.181818,5.500000,-0.189658,-0.000249,0.081844,10.914117
0.181653,5.505000,-0.193598,0.001281,0.067339,11.263592
0.181488,5.510000,-0.180973,-0.003370,0.070040,9.892909
0.181324,5.515000,-0.186310,-0.001873,0.074759,10.481681
0.181159,5.520000,-0.191433,0.001326,0.078042,11.052429
0.180995,5.525000,-0.185145,-0.005628,0.075248,10.333430
0.180832,5.530000,-0.191190,0.001025,0.095841,11.105786
0.180668,5.535000,-0.196148,-0.000715,0.082881,11.580214
0.180505,5.540000,-0.196393,0.001976,0.072325,11.538905
0.180343,5.545000,-0.192185,0.006106,0.089992,11.145800
0.180180,5.550000,-0.191785,-0.005379,0.076165,11.018045
0.180018,5.555000,-0.193303,0.000778,0.062477,11.109331
0.179856,5.560000,-0.188123,0.002193,0.068848,10.565605
0.179695,5.565000,-0.185155,-0.003921,0.079847,10.296496
0.179533,5.570000,-0.193578,0.000485,0.085497,11.240173
0.179372,5.575000,-0.190318,-0.008244,0.065225,10.739313
0.179211,5.580000,-0.190255,0.002491,0.072746,10.783203
0.179051,5.585000,-0.185250,-0.007912,0.076236,10.239198
0.178891,5.590000,-0.186858,-0.001173,0.080835,10.445241
0.178731,5.595000,-0.185340,0.000254,0.075970,10.248353
0.178571,5.600000,-0.186990,0.002172,0.065056,10.353038
0.178412,5.605000,-0.194323,-0.006416,0.083349,11.234717
0.178253,5.610000,-0.195250,0.001377,0.071340,11.272422
0.178094,5.615000,-0.193780,0.000874,0.083687,11.169791
0.177936,5.620000,-0.187093,-0.001503,0.076176,10.392905
0.177778,5.625000,-0.198678,-0.004250,0.073433,11.635726
0.177620,5.630000,-0.193810,0.006529,0.071437,11.064981
0.177462,5.635000,-0.186265,-0.004260,0.079028,10.291358
0.177305,5.640000,-0.184698,-0.005789,0.070400,10.065041
0.177148,5.645000,-0.187575,-0.002988,0.060401,10.310979
0.176991,5.650000,-0.183655,-0.003311,0.073582,9.964252
0.176835,5.655000,-0.180178,-0.000798,0.074453,9.606048
0.176678,5.660000,-0.183658,0.004146,0.065675,9.901865
0.176523,5.665000,-0.181850,-0.000872,0.074193,9.760082
0.176367,5.670000,-0.178748,0.005888,0.092829,9.532621
0.176211,5.675000,-0.185153,0.001694,0.058347,9.995564
0.176056,5.680000,-0.186355,0.003596,0.074141,10.200068
0.175901,5.685000,-0.183033,-0.002956,0.064968,9.795454
0.175747,5.690000,-0.182035,-0.003464,0.064280,9.680267
0.175593,5.695000,-0.186998,-0.001555,0.071820,10.232553
0.175439,5.700000,-0.186370,0.003056,0.071674,10.155750
0.175285,5.705000,-0.187058,0.007503,0.073176,10.214969
0.175131,5.710000,-0.182603,0.001688,0.059759,9.683660
0.174978,5.715000,-0.181148,0.000749,0.071657,9.596249
0.174825,5.720000,-0.188318,0.000119,0.063105,10.280811
0.174672,5.725000,-0.184193,-0.000600,0.061270,9.832420
0.174520,5.730000,-0.185125,-0.007038,0.063473,9.919508
0.174368,5.735000,-0.181298,0.007134,0.067708,9.544125
0.174216,5.740000,-0.189213,0.004903,0.076154,10.409903
0.174064,5.745000,-0.188353,0.003864,0.059045,10.215418
0.173913,5.750000,-0.184210,0.000250,0.066145,9.822633
0.173762,5.755000,-0.182133,-0.005883,0.067925,9.603804
0.173611,5.760000,-0.181693,-0.000794,0.077334,9.615315
0.173461,5.765000,-0.184700,0.001227,0.071858,9.881761
0.173310,5.770000,-0.182605,0.000733,0.077891,9.695616
0.173160,5.775000,-0.182405,0.001305,0.062305,9.577440
0.173010,5.780000,-0.187215,0.007364,0.069502,10.088983
0.172861,5.785000,-0.177715,-0.002021,0.060183,9.082065
0.172712,5.790000,-0.175355,-0.003364,0.067028,8.882200
0.172563,5.795000,-0.182663,-0.000260,0.066145,9.595533
0.172414,5.800000,-0.180868,-0.001350,0.072337,9.443342
0.172265,5.805000,-0.181108,0.004183,0.067774,9.429070
0.172117,5.810000,-0.185835,-0.002562,0.069041,9.909724
0.171969,5.815000,-0.172790,-0.000301,0.066983,8.604481
0.171821,5.820000,-0.183665,0.000294,0.059566,9.620279
0.171674,5.825000,-0.178635,-0.004379,0.068270,9.157515
0.171527,5.830000,-0.181828,-0.002465,0.077796,9.525293
0.171380,5.835000,-0.180808,0.002313,0.076165,9.407167
0.171233,5.840000,-0.177390,-0.001083,0.076725,9.068905
0.171086,5.845000,-0.183988,-0.005954,0.053716,9.570687
0.170940,5.850000,-0.189310,0.000022,0.063925,10.175884
0.170794,5.855000,-0.172943,-0.000089,0.067510,8.568555
0.170648,5.860000,-0.182843,-0.001010,0.069190,9.533199
0.170503,5.865000,-0.171948,-0.000523,0.077054,8.517576
0.170358,5.870000,-0.178313,-0.001851,0.060681,9.021795
0.170213,5.875000,-0.181283,-0.003162,0.076666,9.397710
0.170068,5.880000,-0.178378,0.001578,0.072145,9.081639
0.169924,5.885000,-0.181908,-0.001350,0.070978,9.413734
0.169779,5.890000,-0.173470,-0.002645,0.065125,8.556042
0.169635,5.895000,-0.171533,0.001256,0.067453,8.383202
0.169492,5.900000,-0.181930,-0.000156,0.056017,9.306366
0.169348,5.905000,-0.179120,-0.000174,0.070910,9.112087
0.169205,5.910000,-0.181660,-0.001639,0.062828,9.304694
0.169062,5.915000,-0.179610,-0.007212,0.065793,9.101319
0.168919,5.920000,-0.180368,0.001562,0.062693,9.163033
0.168776,5.925000,-0.173328,0.003866,0.060466,8.466947
0.168634,5.930000,-0.174710,0.006212,0.061801,8.591774
0.168492,5.935000,-0.172468,-0.002362,0.057978,8.361478
0.168350,5.940000,-0.184353,0.000446,0.072996,9.587977
0.168209,5.945000,-0.181668,0.002596,0.065125,9.267600
0.168067,5.950000,-0.179773,0.001281,0.067142,9.089646
0.167926,5.955000,-0.176735,-0.000376,0.070279,8.810817
0.167785,5.960000,-0.181973,0.001901,0.063518,9.267261
0.167645,5.965000,-0.179020,-0.001201,0.063191,8.972871
0.167504,5.970000,-0.169878,-0.003535,0.048299,8.019234
0.167364,5.975000,-0.169058,-0.003528,0.075519,8.101232
0.167224,5.980000,-0.174185,0.001994,0.061501,8.484548
0.167084,5.985000,-0.171155,-0.000228,0.060043,8.190663
0.166945,5.990000,-0.172873,-0.000525,0.071336,8.409840
0.166806,5.995000,-0.174860,0.005471,0.080216,8.633314
0.166667,6.000000,-0.173210,0.004099,0.072268,8.429579
0.166528,6.005000,-0.180503,-0.006121,0.063091,9.049950
0.166389,6.010000,-0.175000,0.005126,0.060242,8.508141
0.166251,6.015000,-0.174440,0.008440,0.060906,8.441647
0.166113,6.020000,-0.171588,0.005733,0.058658,8.169575
0.165975,6.025000,-0.178908,-0.000020,0.065932,8.897265
0.165837,6.030000,-0.169308,-0.002241,0.056227,7.943693
0.165700,6.035000,-0.170235,-0.000535,0.059658,8.043132
0.165563,6.040000,-0.170768,0.005309,0.066804,8.120942
0.165426,6.045000,-0.171663,0.000273,0.059944,8.161982
0.165289,6.050000,-0.170553,-0.000050,0.065153,8.086912
0.165153,6.055000,-0.173493,-0.002517,0.057247,8.298623
0.165017,6.060000,-0.175915,0.003423,0.057953,8.518690
0.164880,6.065000,-0.168203,0.005497,0.068372,7.870403
0.164745,6.070000,-0.167618,-0.000374,0.066178,7.807433
0.164609,6.075000,-0.172695,0.000227,0.068099,8.268451
0.164474,6.080000,-0.165210,0.004828,0.064413,7.568221
0.164339,6.085000,-0.169338,0.000857,0.055937,7.880086
0.164204,6.090000,-0.174860,-0.001129,0.068707,8.451199
0.164069,6.095000,-0.167005,0.002535,0.051050,7.631048
0.163934,6.100000,-0.168590,0.001767,0.058893,7.813535
0.163800,6.105000,-0.165788,0.003493,0.051408,7.514054
0.163666,6.110000,-0.171405,0.001728,0.071979,8.132541
0.163532,6.115000,-0.170208,0.003771,0.062208,7.956885
0.163399,6.120000,-0.171835,0.001933,0.066888,8.127926
0.163265,6.125000,-0.172588,-0.002179,0.063041,8.165835
0.163132,6.130000,-0.171573,-0.001087,0.057801,8.037437
0.162999,6.135000,-0.167483,0.000688,0.057935,7.670810
0.162866,6.140000,-0.166458,0.000376,0.052522,7.542800
0.162734,6.145000,-0.158448,-0.002909,0.056719,6.883190
0.162602,6.150000,-0.170880,0.007398,0.053525,7.911679
0.162470,6.155000,-0.174898,-0.003748,0.053415,8.276800
0.162338,6.160000,-0.178695,0.004392,0.067658,8.705763
0.162206,6.165000,-0.164135,-0.001065,0.043543,7.259955
0.162075,6.170000,-0.169030,-0.002722,0.063396,7.798280
0.161943,6.175000,-0.173545,0.003766,0.055263,8.141395
0.161812,6.180000,-0.168920,-0.001985,0.051878,7.707019
0.161681,6.185000,-0.172045,-0.000629,0.061109,8.034957
0.161551,6.190000,-0.168413,-0.007313,0.064592,7.717251
0.161421,6.195000,-0.166988,-0.000141,0.051225,7.519223
0.161290,6.200000,-0.175093,-0.000950,0.066224,8.321938
0.161160,6.205000,-0.167783,-0.001696,0.066032,7.667896
0.161031,6.210000,-0.163473,0.004859,0.057834,7.238288
0.160901,6.215000,-0.175138,-0.003853,0.065860,8.302042
0.160772,6.220000,-0.165965,-0.003834,0.057355,7.438341
0.160643,6.225000,-0.164458,0.000519,0.053325,7.283532
0.160514,6.230000,-0.165663,-0.001310,0.062181,7.435184
0.160385,6.235000,-0.168860,0.000651,0.063753,7.714458
0.160256,6.240000,-0.163603,-0.000784,0.057823,7.223679
0.160128,6.245000,-0.167045,-0.002988,0.068191,7.572720
0.160000,6.250000,-0.166685,-0.001049,0.069804,7.548672
0.159872,6.255000,-0.168993,-0.002768,0.061456,7.687572
0.159744,6.260000,-0.162953,-0.000907,0.053112,7.119109
0.159617,6.265000,-0.168238,-0.000716,0.052289,7.555901
0.159490,6.270000,-0.169725,-0.001702,0.063008,7.745283
0.159363,6.275000,-0.170178,-0.000381,0.064174,7.786975
0.159236,6.280000,-0.169335,-0.005558,0.054500,7.639957
0.159109,6.285000,-0.166150,0.000108,0.059030,7.398737
0.158983,6.290000,-0.167225,0.000063,0.060877,7.496228
0.158856,6.295000,-0.163990,0.004666,0.055756,7.180774
0.158730,6.300000,-0.165915,0.007239,0.054940,7.324000
0.158604,6.305000,-0.170658,-0.000371,0.049281,7.701386
0.158479,6.310000,-0.159675,0.005388,0.060332,6.838274
0.158353,6.315000,-0.166488,0.001749,0.070044,7.464349
0.158228,6.320000,-0.166983,0.004363,0.059658,7.431247
0.158103,6.325000,-0.159388,0.001993,0.051700,6.752403
0.157978,6.330000,-0.166735,-0.004506,0.066023,7.439790
0.157853,6.335000,-0.170420,0.001478,0.054856,7.682201
0.157729,6.340000,-0.167650,-0.001103,0.059570,7.470495
0.157604,6.345000,-0.167405,-0.002653,0.052822,7.400217
0.157480,6.350000,-0.168393,-0.002676,0.051789,7.471881
0.157356,6.355000,-0.170050,0.000000,0.053364,7.619569
0.157233,6.360000,-0.162780,-0.003433,0.052962,6.999866
0.157109,6.365000,-0.163443,-0.004061,0.060699,7.097288
0.156986,6.370000,-0.165970,-0.002710,0.054006,7.261119
0.156863,6.375000,-0.166395,-0.002784,0.050349,7.267997
0.156740,6.380000,-0.156090,0.004486,0.054393,6.452095
0.156617,6.385000,-0.165050,0.000724,0.059210,7.204298
0.156495,6.390000,-0.160120,-0.001724,0.045897,6.712169
0.156372,6.395000,-0.165493,0.001073,0.051648,7.182295
0.156250,6.400000,-0.166548,0.002387,0.050631,7.257129
0.156128,6.405000,-0.156445,0.000834,0.042874,6.388417
0.156006,6.410000,-0.167058,0.001625,0.057041,7.331144
0.155885,6.415000,-0.157817,-0.001861,0.048132,6.519938
0.155763,6.420000,-0.162033,0.001911,0.064235,6.954663
0.155642,6.425000,-0.162485,-0.000956,0.051063,6.902515
0.155521,6.430000,-0.160555,-0.000479,0.055739,6.772752
0.155400,6.435000,-0.166948,-0.001705,0.060840,7.320753
0.155280,6.440000,-0.167565,-0.003138,0.057974,7.346814
0.155159,6.445000,-0.161823,0.004633,0.055149,6.851029
0.155039,6.450000,-0.168478,-0.001584,0.050354,7.365322
0.154919,6.455000,-0.160068,0.004486,0.045979,6.642632
0.154799,6.460000,-0.157043,0.002433,0.049060,6.423781
0.154679,6.465000,-0.160260,0.006473,0.050084,6.669688
0.154560,6.470000,-0.167315,0.000599,0.042824,7.199843
0.154440,6.475000,-0.163358,0.002885,0.054950,6.947889
0.154321,6.480000,-0.159578,0.006793,0.060027,6.665232
0.154202,6.485000,-0.157020,0.001696,0.060647,6.475614
0.154083,6.490000,-0.165475,0.000977,0.047531,7.058803
0.153965,6.495000,-0.157820,0.005364,0.050520,6.456753
0.153846,6.500000,-0.159113,-0.004791,0.059464,6.612692
0.153728,6.505000,-0.164893,-0.001308,0.049349,7.008259
0.153610,6.510000,-0.161720,-0.004488,0.053419,6.770668
0.153492,6.515000,-0.163143,-0.001073,0.047714,6.846990
0.153374,6.520000,-0.164138,-0.000543,0.052086,6.950845
0.153257,6.525000,-0.155533,-0.002839,0.047113,6.237174
0.153139,6.530000,-0.162123,0.003038,0.046742,6.743078
0.153022,6.535000,-0.157780,0.000743,0.052677,6.439173
0.152905,6.540000,-0.160135,-0.000827,0.049304,6.595851
0.152788,6.545000,-0.156375,-0.003549,0.048782,6.294046
0.152672,6.550000,-0.157333,-0.002189,0.046330,6.348952
0.152555,6.555000,-0.161590,0.001869,0.050971,6.706735
0.152439,6.560000,-0.156853,-0.000764,0.049626,6.326062
0.152323,6.565000,-0.160785,-0.001898,0.062619,6.710732
0.152207,6.570000,-0.171508,0.000971,0.052593,7.508735
0.152091,6.575000,-0.155998,0.002241,0.056462,6.291892
0.151976,6.580000,-0.163435,-0.004567,0.058187,6.872874
0.151860,6.585000,-0.151615,-0.002199,0.047057,5.894024
0.151745,6.590000,-0.156768,-0.001468,0.049233,6.290794
0.151630,6.595000,-0.158568,-0.000098,0.051699,6.441008
0.151515,6.600000,-0.152298,0.000165,0.043922,5.912796
0.151400,6.605000,-0.160783,-0.001479,0.048427,6.581499
0.151286,6.610000,-0.160285,0.003204,0.052062,6.560414
0.151172,6.615000,-0.153893,-0.000883,0.048662,6.050003
0.151057,6.620000,-0.154785,0.004723,0.047941,6.102530
0.150943,6.625000,-0.159388,-0.002569,0.046569,6.442322
0.150830,6.630000,-0.158323,-0.002666,0.049899,6.378227
0.150716,6.635000,-0.154545,-0.001379,0.058403,6.146604
0.150602,6.640000,-0.153610,-0.000362,0.043602,5.975276
0.150489,6.645000,-0.161195,0.002137,0.042744,6.539385
0.150376,6.650000,-0.149055,-0.000847,0.047524,5.661403
0.150263,6.655000,-0.159433,0.003743,0.049291,6.435854
0.150150,6.660000,-0.154740,-0.001243,0.055993,6.124968
0.150038,6.665000,-0.150418,-0.001123,0.041663,5.708844
0.149925,6.670000,-0.158915,0.001880,0.050685,6.395146
0.149813,6.675000,-0.154833,-0.001711,0.056931,6.125672
0.149701,6.680000,-0.157773,0.001903,0.054815,6.327489
0.149589,6.685000,-0.159435,-0.003111,0.053575,6.439783
0.149477,6.690000,-0.155730,0.003860,0.051486,6.141017
0.149365,6.695000,-0.149595,0.000039,0.048707,5.674240
0.149254,6.700000,-0.157408,-0.000834,0.046715,6.229747
0.149142,6.705000,-0.152403,-0.002067,0.050666,5.881191
0.149031,6.710000,-0.159235,-0.001929,0.058884,6.440311
0.148920,6.715000,-0.151220,-0.000481,0.045664,5.755275
0.148810,6.720000,-0.157100,-0.000460,0.048094,6.199432
0.148699,6.725000,-0.157078,0.000848,0.041835,6.151404
0.148588,6.730000,-0.154520,0.002444,0.054823,6.043952
0.148478,6.735000,-0.156945,-0.002678,0.050159,6.187754
0.148368,6.740000,-0.156440,0.002673,0.049685,6.142909
0.148258,6.745000,-0.153688,-0.008222,0.036895,5.835751
0.148148,6.750000,-0.161960,0.000920,0.053592,6.579272
0.148038,6.755000,-0.164908,0.001082,0.041389,6.720632
0.147929,6.760000,-0.160055,0.002301,0.045594,6.370297
0.147820,6.765000,-0.155248,0.003198,0.047140,6.016830
0.147710,6.770000,-0.153113,-0.002884,0.049634,5.874605
0.147601,6.775000,-0.153605,0.002242,0.051409,5.919238
0.147493,6.780000,-0.161713,0.001638,0.048359,6.498550
0.147384,6.785000,-0.156583,0.002088,0.059995,6.187751
0.147275,6.790000,-0.154383,-0.007678,0.044392,5.903778
0.147167,6.795000,-0.151235,-0.004183,0.044517,5.683986
0.147059,6.800000,-0.149993,0.000663,0.044710,5.597511
0.146951,6.805000,-0.146100,-0.001783,0.047495,5.341166
0.146843,6.810000,-0.145923,0.001049,0.048020,5.329606
0.146735,6.815000,-0.156563,0.003727,0.050932,6.098635
0.146628,6.820000,-0.146763,0.002271,0.051100,5.400483
0.146520,6.825000,-0.159395,0.000457,0.050271,6.299216
0.146413,6.830000,-0.148313,0.004623,0.046460,5.465252
0.146306,6.835000,-0.150480,-0.000979,0.041323,5.582992
0.146199,6.840000,-0.148125,-0.004300,0.044165,5.430166
0.146092,6.845000,-0.155618,-0.002721,0.044856,5.965921
0.145985,6.850000,-0.153193,-0.002368,0.057365,5.873204
0.145879,6.855000,-0.155347,0.004446,0.051049,5.978089
0.145773,6.860000,-0.150880,0.000318,0.049044,5.645988
0.145666,6.865000,-0.145260,-0.001684,0.039312,5.187021
0.145560,6.870000,-0.147453,-0.001238,0.044657,5.370132
0.145455,6.875000,-0.150470,-0.003091,0.051870,5.623610
0.145349,6.880000,-0.147333,-0.000175,0.038455,5.312670
0.145243,6.885000,-0.154237,0.001927,0.051957,5.885217
0.145138,6.890000,-0.151635,-0.001105,0.041941,5.628181
0.145033,6.895000,-0.152620,-0.003779,0.053823,5.772959
0.144928,6.900000,-0.147313,0.003889,0.062964,5.463053
0.144823,6.905000,-0.148275,0.002143,0.047588,5.421922
0.144718,6.910000,-0.148925,-0.001073,0.047922,5.466310
0.144613,6.915000,-0.151355,-0.002011,0.045495,5.614220
0.144509,6.920000,-0.143003,-0.003269,0.044519,5.033855
0.144404,6.925000,-0.144153,-0.002484,0.050597,5.150097
0.144300,6.930000,-0.150563,-0.005727,0.046736,5.550145
0.144196,6.935000,-0.152625,0.003951,0.054257,5.747009
0.144092,6.940000,-0.150145,0.001437,0.046951,5.522717
0.143988,6.945000,-0.154033,0.001227,0.047567,5.796039
0.143885,6.950000,-0.148340,0.000428,0.043738,5.369777
0.143781,6.955000,-0.148365,-0.005290,0.051271,5.414060
0.143678,6.960000,-0.145795,-0.000125,0.043817,5.191445
0.143575,6.965000,-0.145058,-0.006967,0.040815,5.106820
0.143472,6.970000,-0.144060,-0.000386,0.042210,5.058192
0.143369,6.975000,-0.147958,-0.001890,0.051674,5.381297
0.143266,6.980000,-0.149907,0.002683,0.042594,5.446891
0.143164,6.985000,-0.148187,-0.002917,0.041777,5.319967
0.143062,6.990000,-0.141680,-0.002276,0.037587,4.856273
0.142959,6.995000,-0.143848,0.002383,0.047765,5.065821
0.142857,7.000000,-0.134110,-0.000653,0.039897,4.390154
0.142755,7.005000,-0.143243,-0.003456,0.048258,5.021891
0.142653,7.010000,-0.145945,-0.002365,0.040896,5.147020
0.142552,7.015000,-0.147895,0.000428,0.046007,5.311536
0.142450,7.020000,-0.153598,-0.002124,0.046330,5.701345
0.142349,7.025000,-0.146808,-0.001806,0.037390,5.170665
0.142248,7.030000,-0.153140,0.000970,0.048220,5.676321
0.142146,7.035000,-0.145928,0.001935,0.043397,5.147620
0.142045,7.040000,-0.146933,-0.006331,0.043331,5.202571
0.141945,7.045000,-0.145690,-0.001150,0.044385,5.132963
0.141844,7.050000,-0.142955,0.001909,0.043244,4.942032
0.141743,7.055000,-0.141213,-0.002538,0.044057,4.831762
0.141643,7.060000,-0.147560,0.001951,0.047498,5.269080
0.141543,7.065000,-0.144838,0.001023,0.043931,5.060969
0.141443,7.070000,-0.149280,0.002864,0.040400,5.326942
0.141343,7.075000,-0.149258,0.001491,0.046939,5.369682
0.141243,7.080000,-0.148503,-0.000324,0.043472,5.291488
0.141143,7.085000,-0.140582,0.000170,0.041486,4.757083
0.141044,7.090000,-0.141785,-0.000263,0.039373,4.815776
0.140944,7.095000,-0.148808,-0.003929,0.033760,5.229682
0.140845,7.100000,-0.142945,-0.002606,0.040659,4.891833
0.140746,7.105000,-0.141160,-0.001126,0.041469,4.781592
0.140647,7.110000,-0.142253,-0.000450,0.042458,4.855592
0.140548,7.115000,-0.147168,-0.004431,0.045810,5.191973
0.140449,7.120000,-0.143653,0.001649,0.042536,4.939555
0.140351,7.125000,-0.141358,0.001889,0.036219,4.744431
0.140252,7.130000,-0.146350,-0.001985,0.045996,5.133422
